tranaction_Id,transaction_date,district,complete_year,transaction_type,num_building,num_land,num_garage,garage_status,garage_label,total_floor_number,building_state,main_building_materials,land_shifting_total_area,building_shifting_total_area,main_building_area,subsidiary_building_area,balcony_area,num_room,num_bathroom,compartment,management_org,carpark_type,carpark_shifting_area,carpark_total_price,elevator,total_ntd,unit_ntd
13140,8/30/20,Daan District,1980,Land+Building,1,8,0,0,No,5,Apartment_5storey,Reinforced Concrete,25,88.77,78.57,0,10.2,4,2,1,0,No carpark,0,0,0,18600000,209530
13141,9/16/20,Daan District,2005,Land+Building+Garage,1,2,2,1,Yes,28,Apartment_11storeyorgreater,NULL,83.2,544.99,274.22,0,25.07,4,5,1,1,Ramp Plane,103.66,8000000,1,290000000,638978
13142,8/10/20,Daan District,1982,Land+Building,1,1,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,20.29,170.04,119.95,0,24.59,4,2,1,1,No carpark,0,0,1,49800000,292872
13143,8/24/20,Shilin District,1985,Land+Building,1,2,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,16.79,119.92,87.8,0,10.58,3,2,1,1,No carpark,0,0,1,18100000,150934
13144,8/9/20,Shilin District,2010,Land+Building+Garage,2,1,2,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,29.54,171.81,81.34,3.77,8.37,3,2,1,1,Lifting Plane,0,0,1,27500000,160061
13145,8/24/20,Beitou District,2000,Land+Building,1,4,0,0,No,17,Apartment_11storeyorgreater,Reinforced Concrete,12.46,102.74,69.48,0,7.96,3,2,1,1,No carpark,0,0,1,16600000,161573
13146,8/15/20,Beitou District,1994,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,33.22,167.97,89.19,3.51,11.92,3,2,1,1,Ramp Plane,0,0,1,23460000,139668
13147,4/24/20,Beitou District,2019,Land+Building+Garage,1,1,1,1,Yes,9,Apartment_5to10storey,Reinforced Concrete,32.44,194.81,93.38,0,5.8,3,2,1,1,Ramp Plane,0,0,1,33000000,169396
13148,8/20/20,Shilin District,1979,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,36.38,179.47,149.27,0,28.06,5,2,1,1,No carpark,0,0,1,27300000,152115
13149,8/23/20,Beitou District,1973,Land+Building,1,1,0,0,No,2,House,Strengthened Brickwork,93.05,126.7,126.7,0,0,7,2,1,0,No carpark,0,0,0,23500000,185478
13150,9/1/20,Shilin District,1996,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,10.29,36.97,23.07,0.55,5.22,1,1,1,1,No carpark,0,0,1,7880000,213146
13151,8/22/20,Shilin District,1966,Land+Building,1,1,0,0,No,2,House,Strengthened Brickwork,100,67,67,0,0,3,1,1,0,No carpark,0,0,0,26000000,388060
13152,8/4/20,Songshan District,1983,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,40.07,209.95,148.39,0,31.64,4,3,1,0,No carpark,0,0,1,34000000,161943
13153,7/20/20,Xinyi District,2014,Land+Building+Garage,2,1,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,18.41,128.05,58.71,14.68,2.85,3,2,1,1,other,0,2200000,1,30700000,239750
13154,8/17/20,Xinyi District,2005,Land+Building,1,3,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,6.32,37.83,22.35,0,1.87,2,1,1,1,No carpark,0,0,1,13350000,352895
13155,7/27/20,Nangang District,1998,Land+Building,1,1,0,0,No,18,Apartment_11storeyorgreater,Reinforced Concrete,21.15,127.54,69.44,0,8.06,2,1,1,1,No carpark,0,0,1,13000000,101929
13156,8/31/20,Songshan District,1974,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,34.75,92.38,91.73,0,0.65,3,2,1,0,No carpark,0,0,0,17050000,184564
13157,8/17/20,Songshan District,2018,Land+Building+Garage,1,2,2,1,Yes,23,Apartment_11storeyorgreater,Other,30.06,402.93,179.67,15.06,21.33,3,3,1,1,Ramp Plane,69.44,0,1,170000000,421910
13158,9/1/20,Xinyi District,2013,Land+Building,1,5,0,0,No,13,Apartment_11storeyorgreater,Reinforced Concrete,8.12,76.48,46.05,0,5.22,2,2,1,1,No carpark,0,0,1,20680000,270397
13159,8/9/20,Xinyi District,1979,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,30.41,92.26,82.81,0,9.45,3,2,1,0,No carpark,0,0,0,13300000,144158
13160,9/4/20,Xinyi District,2007,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,8.41,131.69,45.79,2.42,6.96,2,2,1,1,Ramp Plane,0,0,1,12000000,91123
13161,8/8/20,Zhongshan District,2019,Land+Building+Garage,1,2,2,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,11.22,143.73,53.95,10.68,3.85,2,1,1,1,Lifting Plane,35.24,4000000,1,34710000,283068
13162,7/28/20,Zhongshan District,2019,Land+Building+Garage,1,2,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,5.68,72.57,24.46,0,10.22,1,1,1,1,Lifting Plane,17.62,2400000,1,17200000,269336
13163,8/26/20,Zhongshan District,2004,Land+Building+Garage,1,2,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,6.25,65.04,17.9,0.39,2.73,0,0,0,1,Ramp Plane,0,0,1,12900000,198339
13164,8/1/20,Zhongshan District,NULL,Land+Building,1,1,0,0,No,3,House,Strengthened Brickwork,75.5,208.08,208.08,0,0,5,4,1,0,No carpark,0,0,0,48000000,230681
13165,8/18/20,Zhongshan District,1990,Land+Building,1,2,0,0,No,16,Apartment_11storeyorgreater,Reinforced Concrete,16.23,128.93,86.59,0.62,5.25,3,2,1,1,No carpark,0,0,1,27000000,209416
13166,8/4/20,Zhongshan District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,24.67,103.95,83.52,0,11.24,3,1,1,0,No carpark,0,0,0,14700000,141414
13167,8/16/20,Zhongshan District,1980,Land+Building,1,2,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,16.81,186.69,151.72,0,0,4,1,1,1,No carpark,0,0,1,44000000,235685
13168,8/12/20,Neihu District,1966,Land+Building,1,1,0,0,No,2,House,Strengthened Brickwork,69,103.5,103.5,0,0,3,3,1,0,No carpark,0,0,0,26800000,258937
13169,8/21/20,Neihu District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,32.9,105.73,81.58,0,16.65,3,2,1,0,No carpark,0,0,0,15350000,145181
13170,8/26/20,Neihu District,1981,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,25.67,103.12,75.48,5.87,13.57,1,1,1,0,No carpark,0,0,0,8000000,77580
13171,8/23/20,Zhongshan District,2004,Land+Building,1,1,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,5.94,46.46,28.28,0,1.88,3,1,1,1,No carpark,0,0,1,13770000,296384
13172,8/21/20,Neihu District,2008,Land+Building,1,1,0,0,No,8,Apartment_5to10storey,Reinforced Concrete,12.63,61.73,27.27,5.62,6.78,1,1,1,1,No carpark,0,0,1,10000000,161996
13173,7/29/20,Neihu District,1983,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,34.15,105.7,69.07,0,9.41,3,2,1,1,No carpark,0,0,1,16880000,159697
13174,8/5/20,Zhongshan District,1978,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,4.22,33.88,17.01,0,0,0,0,0,1,No carpark,0,0,1,16000000,472255
13175,8/23/20,Neihu District,1995,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,21.2,129.06,63.33,2.93,6.44,3,2,1,1,Ramp Plane,0,2500000,1,21800000,168914
13176,7/25/20,Neihu District,1999,Land+Building+Garage,1,1,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,45.04,121.36,62.74,0,6.37,2,2,1,1,Ramp Plane,0,0,1,22200000,182927
13177,7/20/20,Zhongshan District,2004,Land+Building,1,1,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,4.25,44.03,26.23,0.92,2.53,2,1,1,1,No carpark,0,0,1,11700000,265728
13178,8/15/20,Neihu District,2019,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,30.5,61.64,31.28,0,4.86,1,1,1,1,Tower,2.51,1500000,1,14450000,219009
13179,7/25/20,Neihu District,2019,Land+Building,1,1,0,0,No,5,Apartment_5to10storey,Reinforced Concrete,30.44,59.12,31.28,0,4.86,1,1,1,1,No carpark,0,0,1,13160000,222598
13180,8/16/20,Neihu District,2019,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,21.23,43.58,22.23,2.88,0,1,1,1,1,Tower,2.51,1200000,1,10630000,229608
13181,8/22/20,Neihu District,2019,Land+Building,1,1,0,0,No,5,Apartment_5to10storey,Reinforced Concrete,19.42,37.67,23.02,0,0,1,1,1,1,No carpark,0,0,1,9370000,248739
13182,8/19/20,Neihu District,2019,Land+Building,1,1,0,0,No,5,Apartment_5to10storey,Reinforced Concrete,22.1,42.97,26.26,0,0,1,1,1,1,No carpark,0,0,1,10430000,242727
13183,8/31/20,Neihu District,2019,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,30.5,61.64,31.28,0,4.86,1,1,1,1,Tower,2.51,1500000,1,14880000,226281
13184,8/5/20,Neihu District,2019,Land+Building,1,1,0,0,No,5,Apartment_5to10storey,Reinforced Concrete,19.42,37.7,23.05,0,0,1,1,1,1,No carpark,0,0,1,9400000,249337
13185,8/22/20,Neihu District,2019,Land+Building,1,1,0,0,No,5,Apartment_5to10storey,Reinforced Concrete,22.75,44.11,23.41,0,3.55,1,1,1,1,No carpark,0,0,1,9690000,219678
13186,8/17/20,Neihu District,1985,Land+Building,1,3,0,0,No,5,Apartment_5storey,Reinforced Concrete,30.27,95.66,76.46,0,10.58,3,2,1,0,No carpark,0,0,0,12000000,125444
13187,8/14/20,Zhongshan District,1971,Land+Building,2,1,0,0,No,14,Apartment_11storeyorgreater,Reinforced Concrete,19.76,207.09,155.61,0,0,0,0,0,1,No carpark,0,0,1,41000000,197982
13188,8/8/20,Zhongshan District,1983,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,7.14,65.87,56.14,0,0,1,1,1,1,No carpark,0,0,1,13200000,200395
13189,8/26/20,Zhongshan District,2019,Land+Building,1,1,0,0,No,18,Apartment_11storeyorgreater,Other,7.67,91.03,52.57,4.3,4.62,0,0,0,1,No carpark,0,0,1,31600000,347138
13190,6/30/20,Zhongshan District,1977,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,19.35,168.69,135.02,0,0,3,0,1,1,No carpark,0,0,1,29000000,171913
13191,8/11/20,Zhongshan District,1980,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,27.6,99.08,81.03,14.96,0,3,2,1,0,No carpark,0,0,0,27000000,272507
13192,9/8/20,Zhongshan District,1990,Garage,1,2,1,1,Yes,17,Other,Reinforced Concrete,0.32,36.44,0,0,0,0,0,0,1,Ramp Plane,36.38,2000000,0,2000000,NULL
13193,5/19/20,Datong District,NULL,Land+Building,1,1,0,0,No,1,House,NULL,79,77.13,77.13,0,0,3,1,1,0,No carpark,0,0,0,15000000,194477
13194,7/8/20,ZhongZheng District,2020,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,21.45,112.54,47,0,4.96,3,1,1,1,other,32.03,2600000,1,35480000,408396
13195,8/10/20,Wanhua District,1980,Land+Building,1,4,0,0,No,5,Apartment_5storey,Reinforced Concrete,12.57,47.07,37.6,0,4.56,3,1,1,0,No carpark,0,0,0,3000000,63735
13196,8/30/20,Wanhua District,1980,Land+Building,1,2,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,15.3,86.92,71.54,0,5.29,3,1,1,1,No carpark,0,0,1,11200000,128854
13197,9/5/20,ZhongZheng District,NULL,Land+Building,1,1,0,0,No,2,Apartment_5storey,Strengthened Brickwork,39,58.74,58.74,0,0,0,0,0,0,No carpark,0,0,0,25678888,437162
13198,8/30/20,Datong District,1985,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,9.81,122.53,85.77,0,13.49,3,2,1,1,No carpark,0,0,1,23750000,193830
13199,7/13/20,Datong District,1977,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,26.7,70.97,70.97,0,0,3,1,1,0,No carpark,0,0,0,9300000,131041
13200,8/16/20,Wanhua District,1984,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,33.84,139.22,87.85,0,17.55,3,2,1,1,No carpark,0,0,1,19680000,141359
13201,9/4/20,Wenshan District,2016,Land+Building+Garage,1,1,2,1,Yes,17,Apartment_11storeyorgreater,Steel Reinforced Concrete,31.98,305.72,129.81,4.49,15.06,4,2,1,1,Ramp Plane,83.96,4000000,1,48000000,198413
13202,8/9/20,Wenshan District,1982,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,27.27,99.52,72.38,0,13.1,3,1,1,0,No carpark,0,0,0,9500000,95458
13203,8/22/20,Wenshan District,2003,Land+Building+Garage,1,1,1,1,Yes,17,Apartment_11storeyorgreater,Reinforced Concrete,21.58,203.47,107.07,0,7.23,4,2,1,1,Ramp Plane,37.94,2000000,1,31200000,176403
13204,8/13/20,ZhongZheng District,1977,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,19.25,104.84,96.72,0,8.12,3,2,1,0,No carpark,0,0,1,15000000,143075
13205,8/18/20,Wenshan District,1981,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,20.95,86.17,63.2,0,9.57,3,1,1,0,No carpark,0,0,0,9100000,105605
13206,8/22/20,ZhongZheng District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,21.25,58.67,58.67,0,0,2,1,1,0,No carpark,0,0,0,10000000,170445
13207,8/27/20,Daan District,1977,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,41.14,118.26,99.07,0,19.19,3,2,1,0,No carpark,0,0,0,30000000,253678
13208,7/13/20,Daan District,1985,Land+Building,1,1,0,0,No,26,Apartment_11storeyorgreater,Reinforced Concrete,7.95,144.9,103.62,0,16.66,3,2,1,1,No carpark,0,0,1,51000000,351967
13209,8/4/20,Daan District,1980,Land+Building,1,1,0,0,No,15,Apartment_11storeyorgreater,Reinforced Concrete,7.77,111.77,96.65,0,6.03,3,2,1,1,No carpark,0,0,1,19500000,174465
13210,7/11/20,Shilin District,1970,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,30,77.54,77.54,0,0,3,1,1,0,No carpark,0,0,0,10100000,130255
13211,7/5/20,Shilin District,1979,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,43.09,111.12,103.54,0,7.58,2,2,1,0,No carpark,0,0,0,16000000,143988
13212,9/1/20,Beitou District,2019,Land+Building+Garage,1,1,1,1,Yes,18,Apartment_11storeyorgreater,Reinforced Concrete,24.36,205.22,99.19,4.04,5.63,3,2,1,1,Ramp Plane,38.17,2400000,1,33680000,187249
13213,9/3/20,Beitou District,2019,Land+Building+Garage,1,1,2,1,Yes,18,Apartment_11storeyorgreater,Reinforced Concrete,30.98,288.6,121.77,5.96,10.6,4,2,1,1,Ramp Plane,76.34,5400000,1,48680000,203901
13214,8/14/20,Beitou District,2019,Land+Building+Garage,1,1,1,1,Yes,18,Apartment_11storeyorgreater,Reinforced Concrete,30.95,250.43,121.77,5.96,10.6,4,2,1,1,Ramp Plane,38.17,2500000,1,41000000,181381
13215,8/19/20,Beitou District,2019,Land+Building+Garage,1,1,1,1,Yes,18,Apartment_11storeyorgreater,Reinforced Concrete,24.36,205.22,99.19,4.04,5.63,3,2,1,1,Ramp Plane,38.17,2800000,1,34800000,191559
13216,7/3/20,Beitou District,2020,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,22.02,88.34,47.33,4.45,6.47,2,1,1,1,No carpark,0,0,1,16800000,190174
13217,8/3/20,Shilin District,1967,Land+Building,1,1,0,0,No,2,Apartment_5storey,Strengthened Brickwork,37.5,67.62,67.62,0,0,2,1,1,0,No carpark,0,0,0,10600000,156758
13218,6/5/20,Beitou District,2020,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,23.66,94.89,51.28,4.73,6.56,2,1,1,1,No carpark,0,0,1,18650000,196543
13219,8/27/20,Beitou District,2017,Land+Building+Garage,1,1,1,1,Yes,10,Apartment_5to10storey,Reinforced Concrete,21.64,153.25,62.04,5.41,4.98,2,1,1,1,Ramp Plane,45.47,2800000,1,27900000,232882
13220,8/7/20,Shilin District,1980,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,31.57,153.09,122.24,0,30.85,3,3,1,0,No carpark,0,0,1,29000000,189431
13221,8/7/20,Shilin District,1975,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,79.79,103.75,103.75,0,0,2,2,1,0,No carpark,0,0,0,11100000,106988
13222,8/17/20,Shilin District,2002,Land+Building+Garage,1,1,2,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,53.57,277.47,164.84,1.8,20.33,3,2,1,1,Lifting Machinery,0,5000000,1,55000000,198220
13223,7/18/20,Nangang District,1974,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,25.75,89.7,89.7,0,0,2,1,1,0,No carpark,0,0,0,15880000,177035
13224,8/1/20,Nangang District,NULL,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,38.99,96.94,84.5,0,12.44,5,4,1,0,No carpark,0,0,0,19880000,205075
13225,8/20/20,Songshan District,1997,Land+Building+Garage,1,1,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,17.7,170.52,92.07,0,6.24,3,2,1,1,Lifting Plane,0,0,1,26000000,152475
13226,8/14/20,Nangang District,1995,Land+Building,1,1,0,0,No,16,Apartment_11storeyorgreater,Reinforced Concrete,4.87,44.58,24.08,1.36,5.03,1,1,1,1,No carpark,0,0,1,8000000,179453
13227,8/8/20,Xinyi District,1978,Land+Building,1,4,0,0,No,4,Apartment_5storey,Reinforced Concrete,63.9,124.27,103.07,0,13.27,4,2,1,0,No carpark,0,0,0,13100000,105416
13228,9/8/20,Songshan District,1986,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,4.12,42.86,34.14,0.47,0,2,1,1,1,No carpark,0,0,1,10600000,247317
13229,7/30/20,Xinyi District,1989,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,29.98,121.67,85.23,0,9.93,3,2,1,1,No carpark,0,0,0,10000000,82190
13230,9/8/20,Neihu District,1999,Garage,1,1,1,1,Yes,9,Other,Reinforced Concrete,0.08,32.78,0,0,0,0,0,1,1,Ramp Plane,32.77,2350000,0,2350000,NULL
13231,9/9/20,Zhongshan District,1988,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,3.1,37.45,23.87,0,5.18,0,0,0,1,No carpark,0,0,1,5800000,154873
13232,8/29/20,Zhongshan District,1978,Land+Building,1,1,0,0,No,10,Apartment_5to10storey,Reinforced Concrete,6.49,57.23,44.16,0,6.44,2,1,1,0,No carpark,0,0,1,9700000,169492
13233,6/14/20,Neihu District,2018,Land+Building+Garage,1,1,3,1,Yes,26,Apartment_11storeyorgreater,Other,76.23,557.08,231.39,4.54,34.44,0,0,0,1,Ramp Plane,119.64,9600000,1,188000000,407827
13234,8/19/20,Zhongshan District,1982,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,4.69,50.43,35.03,0,3.06,1,1,1,1,No carpark,0,0,1,9000000,178465
13235,8/10/20,Zhongshan District,1988,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,15.16,153.23,127.66,0,18.52,5,2,1,1,No carpark,0,0,1,36500000,238204
13236,3/16/20,Neihu District,2020,Land+Building+Garage,1,1,1,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,34.64,172.28,80.65,3.79,4.07,2,2,1,1,Ramp Plane,36.18,2350000,1,33600000,229611
13237,9/9/20,Neihu District,1965,Land+Building,1,1,0,0,No,2,House,Strengthened Brickwork,16,23.08,23.08,0,0,2,1,1,0,No carpark,0,0,0,6300000,272964
13238,8/17/20,Zhongshan District,1980,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,9.47,83.25,65.98,0,0,0,1,1,1,No carpark,0,0,1,16800000,201802
13239,7/22/20,Zhongshan District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,24.25,77.57,77.57,0,0,3,2,1,0,No carpark,0,0,0,13000000,167591
13240,9/7/20,ZhongZheng District,1996,Land+Building,1,1,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,6.85,31.38,18.41,0,0,1,1,1,1,No carpark,0,0,1,4800000,152964
13241,8/8/20,Wanhua District,1987,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,23.4,109.91,75.38,0,10.22,2,2,1,1,No carpark,0,0,1,8000000,72787
13242,9/5/20,ZhongZheng District,2018,Land+Building,1,1,0,0,No,15,Apartment_11storeyorgreater,Reinforced Concrete,6.43,81.94,45.03,0.94,5.64,2,1,1,1,No carpark,0,0,1,23060000,281425
13243,8/7/20,Wenshan District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,36.33,105.36,82.49,0,14.29,3,2,1,0,No carpark,0,0,0,11200000,106302
13244,8/8/20,ZhongZheng District,1972,Land+Building,1,3,0,0,No,6,Apartment_5storey,Reinforced Concrete,9.57,35.24,33.64,0,1.6,1,1,1,0,No carpark,0,0,0,5000000,141884
13245,7/20/20,Wenshan District,2014,Land+Building+Garage,1,1,2,1,Yes,24,Apartment_11storeyorgreater,Steel Reinforced Concrete,31.49,408.08,197.1,9.91,21.9,0,0,0,1,Ramp Plane,68.82,4000000,1,71000000,197489
13246,8/2/20,ZhongZheng District,2014,Land+Building,1,2,0,0,No,9,Apartment_5to10storey,Reinforced Concrete,15.77,92.7,38.98,5.87,8.73,3,1,1,1,No carpark,0,0,1,23000000,248112
13247,8/10/20,Wenshan District,2018,Land+Building+Garage,1,1,2,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,173.79,290.95,134.24,0,14.59,4,2,1,0,Ramp Plane,70.04,5000000,1,53800000,220904
13248,8/18/20,Wenshan District,2010,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,35.8,181.06,96.77,0,11.11,3,2,1,1,Ramp Plane,0,0,1,22700000,125373
13249,8/18/20,Wenshan District,2010,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,35.61,180.18,96.26,0,11.11,3,2,1,1,Ramp Plane,0,0,1,23200000,128760
13250,8/25/20,Wenshan District,1997,Land+Building+Garage,2,1,1,1,Yes,3,Apartment_5storey,Reinforced Concrete,158.97,179.92,138.62,0,17.81,0,0,0,0,Ground Floor,0,0,0,23500000,130614
13251,8/18/20,Wenshan District,1990,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,36.88,111.18,86.08,3.95,9.92,3,2,1,0,No carpark,0,0,0,13000000,116928
13252,8/18/20,Wenshan District,1990,Garage,1,1,1,1,Yes,5,Other,Reinforced Concrete,0.28,27.4,0,0,0,0,0,1,0,Ramp Plane,27.4,2080000,0,2080000,NULL
13253,8/1/20,ZhongZheng District,2020,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,16.26,135.77,63.33,2.78,8.36,2,2,1,1,Lifting Plane,24.61,2500000,1,36000000,301367
13254,8/1/20,ZhongZheng District,2020,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,18.51,152.05,73.23,2.88,8.97,2,2,1,1,Lifting Plane,24.61,2500000,1,39000000,286409
13255,8/2/20,Wenshan District,1976,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,27.62,90.24,90.24,0,0,3,2,1,0,No carpark,0,0,0,12880000,142730
13256,8/30/20,Wenshan District,2009,Garage,1,1,1,1,Yes,15,Other,Reinforced Concrete,0.14,1.72,0,0,0,0,0,1,1,Tower,0,688000,0,688000,NULL
13257,8/10/20,ZhongZheng District,1982,Land+Building,1,2,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,13.4,106.13,86.15,0,4.83,3,2,1,1,No carpark,0,0,1,14800000,139452
13258,8/14/20,Datong District,2017,Land+Building,1,1,0,0,No,17,Apartment_11storeyorgreater,Reinforced Concrete,9.08,133.88,78.53,0,0,0,0,0,0,No carpark,0,0,1,46580000,347924
13259,8/17/20,Neihu District,1980,Land+Building,1,2,0,0,No,4,Apartment_5storey,Reinforced Concrete,33.08,96.78,81.83,0,14.95,3,1,1,0,No carpark,0,0,0,10500000,108493
13260,8/9/20,Zhongshan District,1966,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,34.67,82.6,82.6,0,0,3,1,1,0,No carpark,0,0,0,14000000,169492
13261,8/7/20,Neihu District,2015,Land+Building+Garage,1,1,5,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,56.71,467.47,231.96,0,27.56,3,2,1,1,Ramp Plane,122.26,6000000,1,66000000,173807
13262,7/11/20,Zhongshan District,2001,Land+Building+Garage,1,1,1,1,Yes,10,Apartment_5to10storey,Reinforced Concrete,12.35,78.08,38.55,0,3.06,0,0,0,1,Ramp Plane,0,0,1,12080000,154713
13263,8/21/20,Zhongshan District,2020,Land+Building+Garage,1,1,1,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,12.07,119.06,52.36,1.74,3.43,0,0,0,1,Ramp Machinery,29.91,2300000,1,29000000,299495
13264,8/28/20,Zhongshan District,2020,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,17.07,137.5,76.76,5.73,8.68,0,0,0,1,No carpark,0,0,1,39800000,289455
